streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,description,price,priceCurrency,property-beds,property-baths,property-sqft,Acreage,Air Conditioning,Year Built,Area,Basement,Bath,Full Bathrooms,Half Bathrooms,Bedroom,Bonus Room,Breakfast,Contract Conditions,Cooling,Den,Property Details,Dining Room,Driveway,Exterior,Exterior Features,Family Room,Features,Fees,Finished Basement,Fireplace,Fireplaces,Formal Dining,Foundation,Foyer,Gallery,Game Room,Garage,Garage Spaces,Garage Type,Great Room,Heating,Heating Source,Home Features,Interior Features,Kitchen,Last Updated,Laundry Room,Date Listed,Listing ID,Living Room,Lot Size,Master Bath,Master Bedroom,Master Bedroom First Floor,Media Room,MLS® #,Model Type,Mortgage Calculator,Neighbourhood Features,N/A,Occupancy,Office/Den,Other,Ownership Type,Parking Spaces,Partial Bathroom,Pet Policy,Pool,Property Tax,Property Type,Roof,Room Details,Rooms,School District,See more details,See less details,Sewer,Square Footage,Status,Stories,Style,Subdivision,Tax Year,Total Acres,Transaction Type,Type,Utility Room,Waterfront,Waterview,Yes,Heating Fuel,Heating/Cooling,Basement Description,Basement Details,Basement Development,Basement Type,Basement Walls,Fireplace Description,Fireplace Fuel,Fireplace Location,Fireplace Type,Fireplace Y/N,Parking,Parking Description,Parking Surface,Parking Types,Garage Capacity,Garage Description,Garage/Carport,Exterior Finish,Pool Features,Pool YN,Roofing,Roofing Description,Lease,Lease Requirements,Lease Term,Architecture,Year Built Description,Year Built Source,Approx Age,Location,Ownership,Pets Allowed,Levels,SqFT Range,Inclusions,Appliances,Exclusions,Electric,Electric Available,Ensuite,Family Room Level,Floor Location,Fuel,Fuel Type,Furnace,Furnished,Gas,Gas Available,Hot Water,Interior,Interior Layout,Interior Maintenance/Repairs Paid By,Laundry,Laundry Description,Laundry Location,LaundryFeatures,Natural Gas,Number Of Fireplaces,Plumbing,Power,Power Source,Smoke Detector(s),Master Description,Br Description,2nd Br Description,3rd Br Description,4th Br Description,5th Br Description,Pantry Description,Foyer Description,Dining Description,Living Description,Kitchen Description,Sitting Description,Den Description,Family Description,Bathroom Description,Office Description,Rec Description,Breakfast Description,Workshop description,Tandem Description,Sunroom Description,Study Description,Solarium Description,Powder Room Description,Play Description,Nursery Description,Mudroom Description,Media/Ent Description,Library Description,Great Room Description,Games Description,Furnace Description,Exercise Description,Dinning Description,Common Room Description,Cold/Cant Description,Locker,Locker Description,Heating Fuels,Flooring,HVAC,Waterfront Features,Waterfront YN,Access,Access Road,Building Style,Building Type,Buildings,Bush,Carport,Construction,Construction Materials,Construction Type,Covered Parking,Direction Facing,District,Exposure,Extra Structures,Fence,Fencing,Fronting On,Frontage,Gated,Loading Dock,Loading Info,Major Area,Out Buildings,Outdoor Area,Patio,Present Structures,Rear Exposure,Road,Road Between Waterfront And Home,Site Description,Site Influence,Site Influences,Site Information,Soil,Sprinklers,Storm Sewage Drain,Association Amenities,Balcony,Acreage Range,Exterior Build,Lot Description,Lot Shape,Lock Box,Security Features,Tenant Pays,Owner Pays,Rent Includes,Assessed Fees,Association Fee Frequency,Telephone Service,TV Service,Utilities,Utilities Included,Utility Description,Waste,Water,Water Heater,Water Heater Location,Water Heating Paid By,Water Paid By,Water Purifier,Water Service,Water Softener,Water Source,Water Treatment,Water Type,Common Interest,Business Type,Commercial Type,Complex,Condo Management,Condo Name,Current Use,Disclosures/Documents,Documents On File,Dues Frequency,Electric (amps),Electric (volts),Electric Paid By,Escape Clause,Farm,Farm Type,Fee Frequency,Fee Includes,Financing,For Sale or Lease,FP Fuel,Franchise,Grade Level Entry Y/N,HOA Includes,HOA Pay Schedule,HOA Terms,Income Property,Insurance Paid By,Lease Includes,Maintenance Paid By,Management,Mobile Home Type,Nearest Town,Occupied By,Percolation Test,Possession,Present Use,Price Type,Property Sub Type,Property Subtype,Property Type Detail,Quarter,Range,Recreation,Rental Type,Residence,Restrictions,Restrictions/Covenants,Sale Rent,Sale Terms,Sale Type,SaleOrRent,Showing Instructions,Soil Test,Sub Property Type,Sub Type,Survey Available,Taxes Paid By,Terms,Title,Parking Features,Fireplace Features,Board,Foundation/Basement,Rental Equipment,Sign,Condo Management Firm,Condo Fees Include,Condo Fees Assessed Y/N,Bare Land YN,Condo Fees,Distance To High School,Drinking Water Y/N,Distance To Town,Distance To Elementary School,Community Name,Amenities,Structure,Surface Water,Utilities Available,Ensuite 4-Piece Level,Storage Room Level,Age Description,Bath 2-Piece Level,Bath 3-Piece Level,Foyer Level,Bath 4-Piece Level,Bedroom Level,Walk In Closet Level,Sewer Type,Last Change Type,Kitchen Level,Dwelling Type,Primary Bedrm Level,Assoc,Living Room Level,Recreation Room Level,Dining Room Level,Laundry Room Level,Rental Features,Assoc/Maint Fee Per,Living Area,Zoning,Architectural Style,Lot Features,Maintenance,Water/Sewer,Double,Land Features,MLS,Sub Area,Building Features,Lease Type,Municipality,Community Features,Elevator,MLS Area Minor,View,Foundation Details,SqFt Range,Building Area Source,Buyer Agent Designation,Lot Measurement,Lot Size Source,Topography,Current Financing
"109 KNUTSEN AVE, Yellowknife, NT X1A2Y3",Yellowknife,NT,X1A2Y3,62.4413903,-114.4062007,"Charming 3-bedroom, 1-bathroom home located in the family friendly neighbourhood of Frame Lake, close to schools, parks, shopping, restaurants and recreational facilities. This home has been well maintained and updated through the years with cork flooring through the main living area and tile in the bathroom, an open concept living space with a modern kitchen, stainless steel appliances, separate dining room with attached living room and large front window. Three good sized bedrooms and an updated bathroom. The yard is fully fenced with a beautifully manicured front lawn and a large deck at the rear along with garden boxes and a heated detached garage. Updates: shingles (2024), windows (1997), front stairs (2019), propane furnace (2015), hot water on demand (2022). Price includes: Fridge, stove, dishwasher, microwave. heat:$1,725 (id:38686)",469900.0,CAD,3,1,"1,061",,,,,[],,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,[],,,,,,,,,,,,,,,5958,,,,,,,,,,,,,N/A,Single Family,[],,,,,,[],"1,061 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5958,,,,,,,,,,,,,,,,
"10820 102 STREET, Fort St. John, BC V1J4X7",Fort St. John,BC,V1J4X7,56.2532368,-120.8524319,"Welcome home to this beautiful 3-bedroom, 2.5-bathroom townhouse featuring modem updates and classic appeal. Situated in a sought-after neighborhood, this property offers the perfect balance of comfort and convenience. Inside, you'll find hardwood floors, a spacious living room, creating a warm and inviting atmosphere. The updated kitchen is equipped with modem appliances and stylish finishes. Enjoy plenty of space for relaxation in the cozy family room, perfect for family gatherings or quiet evenings. The townhouse boasts generous bedrooms, including a master suite with its own private bath. This home offers a fresh and updated feel. Added features include vaulted ceilings, a single-car garage, and plenty of storage space. Don't miss out on this opportunity to make this your new home! (id:38686)",289900.0,CAD,3,3,"2,065",,,,,,,,,,,,,,,,,,"[""Wood""]","[""Wood""]",,"[""Garage""]",,,[],,,,,,,,,,,"[""Forced air"", ""Natural gas""]",,,,,,,,,,,,,,,R2966688,,,,,,,,,,,,,N/A,Condo/Townhome,,,,,,,[],"2,065 SQFT",,,,,,,,Condo/Townhome,,,,,,,,,,,,,,,,,"[""Garage""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Garage""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2966688,,,,,,,,,,,,,,,,
"290 Pacific Crescent, Fort McMurray, AB T9K 0G5",Fort McMurray,AB,T9K 0G5,56.7637,-111.463189," 290 Pacific Crescent is located in a great family friendly Timberlea neighbourhood close to schools, trails, parks, shops and more! This spacious 2-storey home boasts 4-bedroom, 3.5-bathroom, a double attached garage, and double driveway situated on an over 5100 sq/ft lot.  Inside, on the main floor, you'll find a convenient laundry room with a wash tub and a 2-piece bathroom enroute to the garage. What a spot to clean up before entering the home! The open-concept living room is equipped with a gas fireplace and loads of windows which flow nicely to the kitchen, and dining area. The open layout creates  a comfortable and large space for the family. Enhanced with plenty of natural light and a lovely view of the backyard it’s a perfect match for families with kids/pets.  The second-floor features three generously sized bedrooms. The primary bedroom boasts a luxurious 5-piece ensuite bathroom with a large corner jetted tub, his/her sinks, and stand alone shower. This primary is large and is also equipped with a great walk-in closet. The finished basement includes a rec room, an additional bedroom, and a newer updated 4-piece bathroom. The backyard is a good size for entertaining or relaxing. It features a decent-sized deck and a storage shed w/ plenty of space for a pool, swing set and hot tub!  This home can be yours at a great price! Come for a viewing today! ",520000.0,CAD,4,4,"1,761",0.12,,,,"[""Partial"", ""Partially Finished""]",,,,,,,,,,,,,"[""Private Yard""]","[""Private Yard""]",,"[""Double Garage Attached"", ""Parking Pad""]",,,"[""Gas""]",,,,,,,Yes,,,,"[""Forced Air"", ""Natural Gas""]",,,,,,,,,,,,,,,A2194522,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"1,761 SQFT",,,,Timberlea,,,,Single Family,,,,,,,,,,,,,,,,,"[""Double Garage Attached"", ""Parking Pad""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Carpet"", ""Vinyl Plank""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Double Garage Attached"", ""Parking Pad""]","[""Gas""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2194522,,,,,,,,,,,,,,,,
"216 OLD ALASKA HWY, Whitehorse North, YT Y1A5S8",Whitehorse North,YT,Y1A5S8,60.5647507,-134.4296112,"This stunning legacy property offers just under 5,000 sq feet of living area with the perfect blend of elegance and comfort, on 10 acres only 15 minutes from downtown Whitehorse. Constructed with the highest quality materials, this home has been built to impress. An amazing kitchen and dining room that is perfect for any home chef and entertainer! The kitchen boasts white maple cabinets. A true chef's kitchen with a Miele 6 burner gas range/oven with pot filler, prep sink on the island, instant hot water tap in each sink. Side by side refrigerator & freezer. Dining room has under counter wine and beverage center. Primary bedroom with luxury ensuite: heated towel bars and floors. Basement with Family room, den, and list goes on and on.... Amazing decks with covered areas for entertaining and a garage that we all dream of! (id:38686)",2499000.0,CAD,4,4,"4,961",10.00,,,,[],,,,,,,,,,,,,[],[],,[],,,Yes,,,,,,,,,,,[],,,,,,,,,,,,,,,14957,,,,,,,,,,,,,N/A,Single Family,[],,,,,,[],"4,961 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"[""Gas"", ""Conventional""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14957,,,,,,,,,,,,,,,,
"7833 97 Avenue, Peace River, AB T8S1W5",Peace River,AB,T8S1W5,56.23762086,-117.33646772,"This well-maintained manufactured home, in a convenient location at an attractive price, might just be the one you're looking for! Recent updates include new shingles, vinyl plank and laminate flooring, hot water tank and paint. Enjoy abundant natural light throughout the home, with vinyl windows and a skylight in the kitchen that brightens the space beautifully. The kitchen offers plenty of cabinets, providing ample storage for all your culinary needs. The master bedroom includes a spacious en-suite with double sinks, a separate shower, and a soaking tub. There’s also an additional 4-piece bathroom and two more bedrooms on the opposite side of the home, providing privacy and comfort.
Located in Cheviot Heights, the home is within walking distance to all the shopping of the West Hill. Plus, if you’re considering an acreage, this home is easy to relocate.",75000.0,CAD,3,2,"1,216",,,,,,,,,,,,,,,,,,,,,"[""Off Street""]",,,,,,,,,,,,,,"[""Forced Air"", ""Natural Gas""]",,,,,,,,,,,,,,,A2194292,,,,,,,,,,,,,N/A,Mobile Home,"[""Asphalt Shingle""]",,,,,,,"1,216 SQFT",,,,Cheviot Heights MHP,,,,Mobile Home,,,,,,,,,,,,,,,,,"[""Off Street""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Laminate"", ""Linoleum"", ""Vinyl""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Off Street""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2194292,,,,,,,,,,,,,,,,
"635 Heritage Drive, Fort McMurray, AB T9K 2X2",Fort McMurray,AB,T9K 2X2,56.781696,-111.444585,"WELCOME TO 635 HERITAGE DRIVE, AN EXCEPTIONAL & EXECUTIVE FAMILY HOME WITH THE ADDED MORTGAGE HELPER. SOARING VALUTED CEILINGS, BONUS ROOM, 2 BED LEGAL SUITE, OUTDOOR POOL. Original owners of the executive home boast high-end finishing from top to bottom. From the beginning, the curb appeal of this great design will steal your heart with beautiful front landscaping, and extra wide driveway ideal for RV parking, and a front veranda. Step inside this spacious home to be greeted by a large front foyer that leads you to VAULTED CEILINGS, and a beautiful open-concept living area. The Great room features a beautiful floor to ceiling stone-faced gas fireplace, massive windows, and ceiling space that would house your massive 14 ft plus Xmas tree during the holidays. This room also features recently updated hardwood floors. This living space includes an exceptional kitchen and dining area. The kitchen features granite countertops, solid wood cabinets with a soft close feature, backsplash, stainless steel appliances, a walk-in pantry, large island, and a breakfast bar. The dining room is surrounded by windows that overlook your well-manicured yard. This main level is complete with a main floor office or as the sellers have converted to a front mudroom with built cabinets. In addition, there is 2 pc powder room, main floor laundry with built-in cabinets, & direct access to your attached double garage with high ceilings and handy storage shelving. Take the grand staircase to the upper level, that offers a large bonus room that overlooks the entire main level. It’s here where you will discover you can have a massive Christmas tree because of the soaring ceilings. This upper level continues with 3 bedrooms, all offering walk-in closets, and also includes a main 4 pc bathroom. The primary bedroom is equipped with a full ensuite, featuring double sinks, a walk-in tiled shower and a corner jetted tub. The primary bedroom also includes a garden door that leads to your upper balcony, for you to enjoy your morning coffee or evening sunsets. The lower level has its own/separate entrance to a FULLY FURNISHED 2-BEDROOM LEGAL SUITE completed with the same high-end finish as the main living area. This suite includes a full kitchen, living room, full bathroom and 2 bedrooms, which both include walk-in closets. The owner's have consistently obtained excellent tenants and brought in $1600 plus in monthly rent. Yes, there is still more, the backyard has been the owner's pride every summer, lush gardens, trees and a fully fenced yard. This backyard also features a built-in, above-ground solar heated pool with deck, swing set, and a covered lower deck. Additional features include nest thermostats, central A/C and built-in speakers, fresh paint on main & upper levels. Located within walking distance of schools, parks, and trails, this neighbourhood has always been favored by those who work at Oil Sand sites because of the quick access from overpass to HWY.  You must schedule your showing now",729888.0,CAD,5,4,,0.10,,,,"Separate/Exterior Entry, Finished, Full, Suite",,,,,,,,,,,,,"Balcony, Private Yard","Balcony, Private Yard",,"Double Garage Attached, Garage Door Opener, Insulated, RV Access/Parking, See Remarks",,,"Gas, Great Room, Mantle, Stone",,,,,,,Yes,,,,"Forced Air, Natural Gas",,,,,,,,,,,,,,,A2193946,,,,,,,,,,,,,N/A,Single Family,Asphalt Shingle,,,,,,,,,,,Parsons North,,,,Single Family,,,,,,,,,,,,,,,,,"Double Garage Attached, Garage Door Opener, Insulated, RV Access/Parking, See Remarks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carpet, Hardwood, Tile, Vinyl Plank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Double Garage Attached, Garage Door Opener, Insulated, RV Access/Parking, See Remarks","Gas, Great Room, Mantle, Stone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2193946,,,,,,,,,,,,,,,,
"602 McLaughlin Road, Red Earth Creek, AB T0G1X0",Red Earth Creek,AB,T0G1X0,56.557177,-115.3161698,"Stop and take a look at this beauty, a 24 ft wide modular home on its own lot and comes with a really nice 26x25 detached garage.  This home is located in Red Earth Creek but there is the ability to have it moved. This 1668 sq ft home has 3 bedrooms with the primary having a huge deluxe ensuite bath. 2 living rooms, the second featuring a gorgeous natural gas fireplace.  The extra sq footage in this home sets it aside in style and design, beautiful windows, and shows like new.  ",204900.0,CAD,3,2,,0.32,,,,"[""None""]",,,,,,,,,,,,,"[""None""]","[""None""]",,"[""Double Garage Detached""]",,,"[""Gas"", ""Living Room""]",,,,,,,Yes,,,,"[""Forced Air"", ""Natural Gas""]",,,,,,,,,,,,,,,A2194295,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,,,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Double Garage Detached""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Carpet"", ""Vinyl""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Double Garage Detached""]","[""Gas"", ""Living Room""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2194295,,,,,,,,,,,,,,,,
"120 Grecian Place, Fort McMurray, AB T9H2N1",Fort McMurray,AB,T9H2N1,56.676954,-111.342953,"120 Grecian Place- Welcome home! This Beautiful home is situated on a large pie shaped and fenced 6452 sq foot lot in Gregiore. As you enter this quiet cul de sac you are nestled perfectly beside a right of way and walking paths on one side leading to a park. The center of the cul de sac provides ample parking for guests. Inside you are greeted with a large front foyer with ample closet space leading to a large living room area finished with laminate flooring and an abundance of natural lighting. This home has a second sitting area that could be utilized as a 4th bedroom at the front of the home. The kitchen is finished with high end wood cupboards; Lots of countertop and cupboard space and is open to the dinette area. Towards the back of your home you will find three oversized bedrooms; including the Primary suite which is equipped with a 3 piece ensuite and large walk in closet. Your home has no carpet and has had extensive upgrades and renovations throughout the years. This home also boasts a large mudroom with access to the side and back yard with a large shed with ATV access doors that has power. Let’s not forget the oversized laundry room with lots of storage space; pride of ownership shines through and with the extensive renovations and updates over the years it has been given a new affective age. It is a must see !!! Some renovations and updates throughout the years include, updated plumbing, drywalled throughout, flooring NO CARPET, painted throughout , kitchen was updated in 2002 with solid oak cabinets, extra sq footage added with the well added addition 2002, bathrooms, doors, double glazed windows 2002 and vinyl siding 2002, new shingles 2020, and so much more. Don’t wait!! Call today for your private viewing!!! New affective age of 15 years giving you giving you an estimated 35 year economic life. This home is must see !!!! (id:38686)",244900.0,CAD,3,2,"1,591",,,,,,0,,,,,,,,,,,,"[""See Remarks""]","[""See Remarks""]",,"[""Parking Pad"", ""See Remarks"", ""Visitor Parking""]",,,[],,,,,,,,,,,"[""Forced air"", ""Natural gas""]",,,,,,,,,,,,,,,A2194160,,,,,,,,,,0,,,"$1,034 (2024)",Condo,,,,,,,[],"1,591 SQFT",,,,Gregoire Park,,,,Condo,,,,,,,,,,,,,,,,,"[""Parking Pad"", ""See Remarks"", ""Visitor Parking""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Hardwood"", ""Laminate"", ""Linoleum"", ""Vinyl""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Parking Pad"", ""See Remarks"", ""Visitor Parking""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2194160,,,,,,,,,,,,,,,,
"11023 86A STREET, Fort St. John, BC V1J0A6",Fort St. John,BC,V1J0A6,56.2560151,-120.8217038," * PREC - Personal Real Estate Corporation. Great home in prestigious Whispering Winds now being offered at this great price . Your new home features vaulted ceilings with an open floor plan throughout main floor, custom stone fireplace to make the living room even cozier, beautiful white cabinets enhancing the open kitchen and dining room with French doors out to your patio with great view. The oversized master bedroom features a full ensuite, large windows and more. Yard features irrigation system, Garden Beds & newer storage shed. Attached double garage. Huge driveway for all parking and RV needs. (id:38686)",599900.0,CAD,5,3,"2,656",0.25,,,,"[""Finished"", ""N/A""]",,,,,,,,,,,,,[],[],,"[""Garage"", ""RV""]",,,Yes,,,,,,,,,,,"[""Forced air"", ""Natural gas""]",,,,,,,,,,,,,,,R2966408,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt shingle"", ""Conventional""]",,,,,,[],"2,656 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Garage"", ""RV""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Garage"", ""RV""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2966408,,,,,,,,,,,,,,,,
"29 AKSALA DRIVE, Whitehorse, YT Y1A0K9",Whitehorse,YT,Y1A0K9,60.7700164,-135.1029306,"Are you looking for a home with suite-potential situated on a large lot backing onto greenspace? 29 Aksala is the home for you!This 3-bedroom 3-bathroom home offers 2200 ft.² of living space with an open concept kitchen/dining/living on the upper level, 2 bedrooms and a full bathroom. The upper level is flooded with natural light, complemented by a back deck off the kitchen that is perfect for outdoor dining. The lower level offers a third bedroom, two bathrooms and additional living space with a convenient walkout basement. Don't miss the opportunity to shape this property into your dream home - the possibilities are endless! (id:38686)",729000.0,CAD,3,3,"2,200",,,,,,,,,,,,,,,,,,,,,"Electric, Conventional",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,16174,,,,,,,,,,,,,"$3,343",Single Family,,,,,,,,"2,200 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electric, Conventional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16174,,,,,,,,,,,,,,,,
"7921 85A AVENUE, Fort St. John, BC V1J0H7",Fort St. John,BC,V1J0H7,56.2321133,-120.8097736,"Great 3 bedroom, 2 bathroom home located in southeast Fort St. John. Built in 2011, this home features a great modern kitchen, large bedrooms and open concept living spaces. The primary is a private retreat with a large ensuite including soaker tub. The perfect layout for families with the two additional bedrooms at the other end of the home and separate 4 piece bathroom. Located just minutes from schools, public transit, and shopping, everything you need is at your fingertips. Don't miss out on this incredible opportunity to own a home that has it all at a price you can afford! (id:38686)",264900.0,CAD,3,2,"1,216",0.11,,,,"[""None""]",,,,,,,,,,,,,"[""Vinyl siding""]","[""Vinyl siding""]",,"[""Open""]",,,[],,,,,,,,,,,"[""Forced air"", ""Natural gas""]",,,,,,,,,,,,,,,R2966363,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt shingle"", ""Conventional""]",,,,,,[],"1,216 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Open""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Open""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2966363,,,,,,,,,,,,,,,,
"1310 TAGISH, Whitehorse South, YT Y0B1T0",Whitehorse South,YT,Y0B1T0,60.3146362,-134.2702789,"This 5 acre waterfront property in Tagish, Yukon is a rare opportunity for a private retreat, or an excellent business opportunity. Featuring two spacious homes, 5 guest cabins, plenty of RV parking, a large attached greenhouse, a fully equipped commercial kitchen - you are presented with endless possibilities. With 400 feet of waterfront and a foreshore lease, this property also boasts a 90 ft dock providing unparalled fishing and boating access as well as mooring. The property is fully serviced with power, water, and internet. Additional equipment including a backhoe, trailers and trucks are also available for purchase. Strategically located between Whitehorse, Atlin (BC),and Skagay (AK) this property makes for your dream home, or provides excellent income potential. You can have the best of both worlds in the heart of Yukons stunning wilderness. Serious inquiries only - contact your Realtor now. (id:38686)",1450000.0,CAD,N/A,0,,3.98,,,,[],,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,[],,,,,,,,,,,,,,,16173,,,,,,,,,,,,,N/A,Single Family,[],,,,,,[],,,,,,,,,Single Family,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16173,,,,,,,,,,,,,,,,
