streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,description,price,priceCurrency,property-beds,property-baths,property-sqft,Acreage,Air Conditioning,Year Built,Area,Basement,Bath,Full Bathrooms,Half Bathrooms,Bedroom,Bonus Room,Breakfast,Contract Conditions,Cooling,Den,Property Details,Dining Room,Driveway,Exterior,Exterior Features,Family Room,Features,Fees,Finished Basement,Fireplace,Fireplaces,Formal Dining,Foundation,Foyer,Gallery,Game Room,Garage,Garage Spaces,Garage Type,Great Room,Heating,Heating Source,Home Features,Interior Features,Kitchen,Last Updated,Laundry Room,Date Listed,Listing ID,Living Room,Lot Size,Master Bath,Master Bedroom,Master Bedroom First Floor,Media Room,MLS® #,Model Type,Mortgage Calculator,Neighbourhood Features,N/A,Occupancy,Office/Den,Other,Ownership Type,Parking Spaces,Partial Bathroom,Pet Policy,Pool,Property Tax,Property Type,Roof,Room Details,Rooms,School District,See more details,See less details,Sewer,Square Footage,Status,Stories,Style,Subdivision,Tax Year,Total Acres,Transaction Type,Type,Utility Room,Waterfront,Waterview,Yes,Heating Fuel,Heating/Cooling,Basement Description,Basement Details,Basement Development,Basement Type,Basement Walls,Fireplace Description,Fireplace Fuel,Fireplace Location,Fireplace Type,Fireplace Y/N,Parking,Parking Description,Parking Surface,Parking Types,Garage Capacity,Garage Description,Garage/Carport,Exterior Finish,Pool Features,Pool YN,Roofing,Roofing Description,Lease,Lease Requirements,Lease Term,Architecture,Year Built Description,Year Built Source,Approx Age,Location,Ownership,Pets Allowed,Levels,SqFT Range,Inclusions,Appliances,Exclusions,Electric,Electric Available,Ensuite,Family Room Level,Floor Location,Fuel,Fuel Type,Furnace,Furnished,Gas,Gas Available,Hot Water,Interior,Interior Layout,Interior Maintenance/Repairs Paid By,Laundry,Laundry Description,Laundry Location,LaundryFeatures,Natural Gas,Number Of Fireplaces,Plumbing,Power,Power Source,Smoke Detector(s),Master Description,Br Description,2nd Br Description,3rd Br Description,4th Br Description,5th Br Description,Pantry Description,Foyer Description,Dining Description,Living Description,Kitchen Description,Sitting Description,Den Description,Family Description,Bathroom Description,Office Description,Rec Description,Breakfast Description,Workshop description,Tandem Description,Sunroom Description,Study Description,Solarium Description,Powder Room Description,Play Description,Nursery Description,Mudroom Description,Media/Ent Description,Library Description,Great Room Description,Games Description,Furnace Description,Exercise Description,Dinning Description,Common Room Description,Cold/Cant Description,Locker,Locker Description,Heating Fuels,Flooring,HVAC,Waterfront Features,Waterfront YN,Access,Access Road,Building Style,Building Type,Buildings,Bush,Carport,Construction,Construction Materials,Construction Type,Covered Parking,Direction Facing,District,Exposure,Extra Structures,Fence,Fencing,Fronting On,Frontage,Gated,Loading Dock,Loading Info,Major Area,Out Buildings,Outdoor Area,Patio,Present Structures,Rear Exposure,Road,Road Between Waterfront And Home,Site Description,Site Influence,Site Influences,Site Information,Soil,Sprinklers,Storm Sewage Drain,Association Amenities,Balcony,Acreage Range,Exterior Build,Lot Description,Lot Shape,Lock Box,Security Features,Tenant Pays,Owner Pays,Rent Includes,Assessed Fees,Association Fee Frequency,Telephone Service,TV Service,Utilities,Utilities Included,Utility Description,Waste,Water,Water Heater,Water Heater Location,Water Heating Paid By,Water Paid By,Water Purifier,Water Service,Water Softener,Water Source,Water Treatment,Water Type,Common Interest,Business Type,Commercial Type,Complex,Condo Management,Condo Name,Current Use,Disclosures/Documents,Documents On File,Dues Frequency,Electric (amps),Electric (volts),Electric Paid By,Escape Clause,Farm,Farm Type,Fee Frequency,Fee Includes,Financing,For Sale or Lease,FP Fuel,Franchise,Grade Level Entry Y/N,HOA Includes,HOA Pay Schedule,HOA Terms,Income Property,Insurance Paid By,Lease Includes,Maintenance Paid By,Management,Mobile Home Type,Nearest Town,Occupied By,Percolation Test,Possession,Present Use,Price Type,Property Sub Type,Property Subtype,Property Type Detail,Quarter,Range,Recreation,Rental Type,Residence,Restrictions,Restrictions/Covenants,Sale Rent,Sale Terms,Sale Type,SaleOrRent,Showing Instructions,Soil Test,Sub Property Type,Sub Type,Survey Available,Taxes Paid By,Terms,Title,Parking Features,Fireplace Features,Board,Foundation/Basement,Rental Equipment,Sign,Condo Management Firm,Condo Fees Include,Condo Fees Assessed Y/N,Bare Land YN,Condo Fees,Distance To High School,Drinking Water Y/N,Distance To Town,Distance To Elementary School,Community Name,Amenities,Structure,Surface Water,Utilities Available,Ensuite 4-Piece Level,Storage Room Level,Age Description,Bath 2-Piece Level,Bath 3-Piece Level,Foyer Level,Bath 4-Piece Level,Bedroom Level,Walk In Closet Level,Sewer Type,Last Change Type,Kitchen Level,Dwelling Type,Primary Bedrm Level,Assoc,Living Room Level,Recreation Room Level,Dining Room Level,Laundry Room Level,Rental Features,Assoc/Maint Fee Per,Living Area,Zoning,Architectural Style,Lot Features,Maintenance,Water/Sewer,Double,Land Features,MLS,Sub Area,Building Features,Lease Type,Municipality,Community Features,Elevator,MLS Area Minor,View,Foundation Details,SqFt Range,Building Area Source,Buyer Agent Designation,Lot Measurement,Lot Size Source,Topography,Current Financing
"ALASKA HIGHWAY, Yukon Wide, YT Y1A5S8",Yukon Wide,YT,Y1A5S8,60.8103447,-135.2013569,"Nestled in the heart of mineral-rich countryside, Martin & Sylvia Creek are truly rare gems for investors or businesses seeking to capitalize on a historic mining legacy. This property offers unparalleled access to natural resources, scenic beauty, and infrastructure. The site has a storied history as a mining operation. It boasts operational facilities and offers an excellent investment opportunity for mining. Reliable power supply, an active water license, and on-site equipment make this a turn-key operation for interested buyers. The Martin Creek Mining Company site offers a wealth of possibilties. Resume operations with minimal upgrades to facilities, while leveraging existing infrastructure. Whether you're a mining expert looking to tap into a rich legacy or an entrepreneur seeking a multi-use opportunity, the Martin Creek Mining Company presents an unmatched opportunity. Owner willing to finance!!! Call your Realtor now! (id:38686)",4200000,CAD,N/A,0,,22.96,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,16134,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,[],,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16134,,,,,,,,,,,,,,,,
"31 WYVERN AVENUE, Whitehorse, YT Y1A0T6",Whitehorse,YT,Y1A0T6,60.7816391,-135.1212158,"MODERN HOME w/ GREAT LAYOUT!!! Welcome to 31 Wyvern in up and coming Whistle Bend! Your new 2,815SF home boasts 4 Bedrooms as well as 3 Bathrooms! On the main floor you'll find 2 separate living spaces beautifully separated with the very well appointed chef's kitchen, complete with Merit cabinetry and quartz countertops! The main floor also gives access to the garage and back yard! On the top floor you'll find 4 Bedrooms including the huge primary with the oasis-like ensuite bathroom! The top floor also features a separate laundry room, perfect for the growing family! This home is calling your name and we can't wait for you to view it! Call your REALTOR® today! (id:38686)",849000,CAD,4,3,"2,815",0.10,,,,[],,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,[],,,,,,,,,,,,,,,16121,,,,,,,,,,,,,"$4,683",Single Family,[],,,,,,[],"2,815 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16121,,,,,,,,,,,,,,,,
"121949 ALASKA HIGHWAY, Beaver Creek, YT Y0B1A0",Beaver Creek,YT,Y0B1A0,62.3837854,-140.8736535,"Introducing Buck Shot Betty's 2 LOTS FOR SALE #121949 & #121963: Your Escape to Rustic Bliss in Beaver Creek, Yukon! Imagine waking up to mountain views, surrounded by nature, while indulging in the excitement of entrepreneurship. Buck Shot Betty's offers you the opportunity to be your own boss, excel in your own career, and embrace the true essence of Yukon living. Buck Shot Betty's is the perfect destination for those seeking a life of adventure and fulfillment. The business encompasses a thriving restaurant, seven cozy cabin rentals, and even includes your very own detached home with two shops, combining the best of both worlds - a peaceful retreat with limitless possibilities. Buck Shot Betty's is serving up great food, from hearty breakfasts that fuel your day's adventures to mouthwatering dinners. This business comes with 7 cabin rentals for your guests traveling the Alaska highway! Call your Realtor today to learn more about this business opportunity! (id:38686)",795000,CAD,N/A,0,,2.99,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,15399,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,[],,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15399,,,,,,,,,,,,,,,,
"2 SCOTIA LANE, Whitehorse, YT Y1A0S9",Whitehorse,YT,Y1A0S9,60.7838211,-135.1142578,"A Luxurious 3 bed 2.5 bath home with den and a detached 2 bed 1.5 bath gardens suite. A one of a kind property in Whistlebend! The main house features an open concept floor plan with a spacious entry with access to the hobby shop, living room with propane fireplace, gorgeous chefs kitchen with a merit kitchen, quartz counters, propane range, coffee bar and sleek finishes with access to the fenced backyard from the kitchen. A 2 pc bathroom, garage and shop access are on this level. Head upstairs and you greeted by the den with a laundry closet and access to the private deck to enjoy the unobstructed mountain views. Primary bedroom with ensuite and walk in closet and two additional bedrooms. Detached rent suite has its own yard, open concept kitchen, dining,living, 2pc bath on main and propane fireplace. upstairs hosts two bedrooms and a full bathroom. This is a quality built home that you do not want to miss out on. Give your realtor a call today! (id:38686)",985000,CAD,5,5,"3,400",0.15,,,,,,,,,,,,,,,,,,,,"Wood, Gas, Conventional, Conventional",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,16078,,,,,,,,,,,,,"$6,404",Single Family,,,,,,,,"3,400 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wood, Gas, Conventional, Conventional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16078,,,,,,,,,,,,,,,,
"1 MARTEN AVENUE, Norman Wells, NT",Norman Wells,NT,,65.2797284,-126.8250782,"3-bed, 1-bath with addition. This home has benefitted from reconfigured walls to expand the kitchen and bathroom, added mudroom/utility room, upgraded bathroom fixtures and air jet-tub, drywall in two bedrooms, laminate flooring in the living room. Furnace was recently serviced. Crawlspace is well insulated. Upgrades: Circulation Pump (2024), Oil Furnace (2014), Oil Tank (Roth), Asphalt Shingles (2013). (id:38686)",118000,CAD,3,1,"1,224",,,,,[],,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,[],,,,,,,,,,,,,,,5695,,,,,,,,,,,,,N/A,Single Family,[],,,,,,[],"1,224 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5695,,,,,,,,,,,,,,,,
"17 SKOOKUM DRIVE, Whitehorse, YT Y1A0K9",Whitehorse,YT,Y1A0K9,60.7753563,-135.0968628,"NO CONDO FEES!!!! Welcome to this stunning 3-bed, 2.5-bath townhouse! The main floor boasts an expansive open-concept layout, perfect for hosting gatherings or enjoying cozy family moments. The primary suite offers a walk-in closet and ensuite bathroom. With energy-efficient features throughout, you can enjoy year-round comfort while saving on utility bills. This townhouse offers more than just a home; it provides a lifestyle of modern convenience. Make this your sanctuary today! (id:38686)",589000,CAD,3,3,"1,946",0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16103,,,,,,,,,,,,,"$3,560",Single Family,,,,,,,,"1,946 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16103,,,,,,,,,,,,,,,,
"87- PROSPECTOR ROAD, Whitehorse, YT Y1A5G5",Whitehorse,YT,Y1A5G5,60.7403412,-135.1147461,"Looking for a charming and affordable home that offers comfort and convenience? This delightful 3-bedroom, 1-bathroom mobile home could be your perfect match! Situated in a peaceful and well-managed community, this property provides everything you need. The open-concept living and dining space is perfect for relaxing or entertaining. Natural light fills the room, creating a warm and inviting atmosphere for family gatherings or quiet evenings. The kitchen is both functional and charming - enjoy cooking and sharing meals in this welcoming space. Each of the three bedrooms is comfortable and roomy. The bathroom is efficiently designed, offering everything you need for your daily routines. The property includes a nice sized yard, perfect for gardening and outdoor activities. Nestled in a prime location, this home is close to schools, shopping centers, parks, and public transportation. You'll love the convenience! This property wont be on the market for long - call your Realtor now! (id:38686)",219900,CAD,3,1,,,,,,[],,,,,,,,,,,,,[],[],,[],,,Yes,,,,,,,,,,,[],,,,,,,,,,,,,,,16095,,,,,,,,,,,,,N/A,Single Family,[],,,,,,[],,,,,,,,,Single Family,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"[""Wood"", ""Conventional""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16095,,,,,,,,,,,,,,,,
"24 SILVER TRAIL, Mayo, YT Y0B1M0",Mayo,YT,Y0B1M0,63.6980934,-135.8560181,"2.05 Acres partially in the village of Mayo and part outside the village. This log home is idyllic and cozy. The primary rooms are large and accommodate hosting friends or creating a cozy family environment. Upstairs are 2 bedrooms or 1 bed and a den. The main bathroom is nicely updated. The basement holds the utilities, 200 amp service, the house is serviced by a well. Bonus is a 30'x40' shop with a 3-ton hoist and in-floor heat. If hat was not enough, the garage is a dream. (id:38686)",369900,CAD,1,1,"1,800",2.05,,,,[],,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,[],,,,,,,,,,,,,,,15953,,,,,,,,,,,,,$936,Single Family,[],,,,,,[],"1,800 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15953,,,,,,,,,,,,,,,,
"149 RAMPART AVENUE, Whitehorse, YT Y1A0V4",Whitehorse,YT,Y1A0V4,60.7826576,-135.1165619,"This delightful 3-bedroom, 2-bathroom energy efficient home includes a legal one bedroom suite. Located next to a greenbelt, this open-concept home is bright and welcoming and features modern finishes throughout. The private backyard with large deck offers additional space for outdoor activities. With its combination of comfort, convenience, and income potential, this home is a must-see. Don't miss this rare opportunity! (id:38686)",775000,CAD,4,3,"1,944",0.12,,,,[],,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,[],,,,,,,,,,,,,,,16088,,,,,,,,,,,,,N/A,Single Family,[],,,,,,[],"1,944 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16088,,,,,,,,,,,,,,,,
"215 WITCH HAZEL DRIVE, Whitehorse, YT Y1A0T6",Whitehorse,YT,Y1A0T6,60.7832852,-135.1127669,"END Unit, NO Condo Fees, Welcome to 215 Witch Hazel in up and coming Whistle Bend. This 3 Bed/3 Bath features 1,874 SF of space! On The main floor you'll find a bright and sunny living room, 2-pce bath, crawlspace access, laundry, an expansive kitchen complete with stainless steel appliances, open concept dining and access to the backyards. On the top floor you'll find 2 bedrooms including the primary w/ a great walk-in closet and 4-pce Ensuite Bath. The upper level also features a wide hallway and a full bath. Complete with divider fences in the yard (Spring '25), concrete parking pad and builders warranty. (id:38686)",599800,CAD,3,3,"1,874",0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16085,,,,,,,,,,,,,$452,Single Family,,,,,,,,"1,874 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16085,,,,,,,,,,,,,,,,
"6-151 INDUSTRIAL ROAD, Whitehorse, YT Y1A2V3",Whitehorse,YT,Y1A2V3,60.7396,-135.073675,"Prime 4,375 sqft Commercial Space This versatile space is perfect for businesses of all sizes. It offers: 10 Offices: For focused work and team collaboration. Boardroom: Ideal for meetings and presentations. Common Areas: Upstairs and downstairs, for relaxation and socializing. Staff Room/Kitchen: For breaks and meals. Storage Room: For organized storage. 3 Bathrooms: For convenience. 690 sqft Shop: Customizable for retail or other uses. Ample Parking: For easy access. Endless Possibilities: This space can be tailored to your specific needs. Whether you're looking for a corporate office, creative studio, or mixed-use space, this property offers the flexibility and potential to make your business thrive. Don't miss this opportunity! Contact us today to schedule a viewing. Tenant occupying space until January 31,2026. Photo's are not current. They are to show size of the space only. (id:38686)",848000,CAD,N/A,0,,0.06,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,16022,,,,,,,,,,,,,"$3,947",Vacant Land,[],,,,,,[],,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16022,,,,,,,,,,,,,,,,
"1912 CENTENNIAL STREET, Whitehorse, YT Y1A3Z5",Whitehorse,YT,Y1A3Z5,60.774612,-135.149027,"Calling all investors and savvy buyers! Welcome to 1912 Centennial Street, a rare opportunity to own a cash-flow positive 5-plex in the desirable Porter Creek neighbourhood. The building consists of three 1-bedroom units, one 3-bedroom unit, and a bachelor studio--each with separate entrances, and electrical meters. Situated on a large 0.48-acre lot this property offers potential for further development. With 0% vacancy and ample parking for 11 vehicles (including 5 plug-ins), this property is well-designed for tenant convenience. A common laundry room with coin-operated machines adds to the property's revenue stream. Conveniently located close to local amenities, this property is a solid investment with room to grow. Don't miss this prime opportunity to expand your portfolio! (id:38686)",969000,CAD,6,5,"3,167",0.48,,,,[],,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,[],,,,,,,,,,,,,,,15994,,,,,,,,,,,,,"$3,488",Single Family,[],,,,,,[],"3,167 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15994,,,,,,,,,,,,,,,,
"16 LITTLE SALMON LK, Faro, YT Y0B1K0",Faro,YT,Y0B1K0,62.1975098,-134.4380951,Waterfront cabin on Little Salmon Lake. This charming dry cabin has been lovingly maintained and is sold fully stocked with all the furniture and kitchen items you see. Ready for you to start enjoying the good life. A new roof was put on the cabin in 2024. The cabin is not connected to electricity or running water but there is a propane lighting and a cute outhouse. There is also a sizeable workshop of 355 sqft for storage or park your ATV. The cabin was built with a permit. Check out the video tour in the media link. (id:38686),210000,CAD,1,0,548,0.46,,,,,,,,,,,,,,,,,,,,"Wood, Conventional",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,15907,,,,,,,,,,,,,$463,Single Family,,,,,,,,548 SQFT,,,,,,,,Single Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wood, Conventional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15907,,,,,,,,,,,,,,,,
"19 MARTEN AVENUE, Norman Wells, NT",Norman Wells,NT,,65.2814881,-126.8215831,"Two storey home constructed on a wood beam and block foundation. This 3-bed, 2-bath home offers a large living room with master bedroom and full bathroom, plus laundry/utility room on the main floor and an open-concept kitchen with painted cabinets and dining room on the second floor with two good size bedrooms and full bath. This home offers great potential! The yard is a mix of gravel, grass and mature tree. Fiberglass oil tank. (id:38686)",69900,CAD,3,2,"1,474",,,,,[],,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,[],,,,,,,,,,,,,,,5915,,,,,,,,,,,,,N/A,Single Family,[],,,,,,[],"1,474 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5915,,,,,,,,,,,,,,,,
"28198 ROBERT CAMPBELL HIGHWAY, Yukon Wide, YT Y0B1K0",Yukon Wide,YT,Y0B1K0,62.1732674,-134.0866394,"Your Yukon dream awaits! Welcome to Engineer's Creek, located between Drury Creek and Faro (about 40 mins from Faro). This 1.5-storey + basement home is located on 10.98 pristine acres, boasting breathtaking views, several flat cleared areas for parking and future building while keeping the utmost privacy! The home is architecturally designed and angled for maximum sun exposure. It features 2 bedrooms (1 Huge Master Loft and 1 Bedroom on the main floor) 2 Bathrooms, an open concept living w/ propane fireplace, dining and kitchen space as well as a welcoming entryway. In the basement, you'll find a great wood furnace, installations for propane hot water on demand and ample storage. The home is equipped with a well, septic, solar panels and a generator connection. The property is sold As-is, call today for more info!!! (id:38686)",459000,CAD,2,2,"2,000",10.98,,,,[],,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,[],,,,,,,,,,,,,,,13776,,,,,,,,,,,,,"$1,339",Single Family,[],,,,,,[],"2,000 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13776,,,,,,,,,,,,,,,,
